,标题,标题_链接,作者,时间,highwirecitemetadatadoi,abstact,Abstract_num,Full_num,Pdf_num,page
1716,The scent of the fly,https://www.biorxiv.org/content/10.1101/206375v3,"Paul G. Becher, Sebastien Lebreton, Erika A. Wallin, Erik Hedenström, Felipe Borrero, Marie Bengtsson, Volker Jörger, Peter Witzgall",206375;,doi: https://doi.org/10.1101/206375,"(Z)-4-undecenal (Z4-11Al) is the volatile pheromone produced by females of the vinegar fly Drosophila melanogaster. Female flies emit Z4-11Al for species-specific communication and mate-finding. A sensory panel finds that synthetic Z4-11Al has a characteristic flavour, which we perceive even at the small amounts produced by one female fly. Since only females produce Z4-11Al, and not males, we can reliably distinguish between single D. melanogaster males and females, according to their scent. Females release Z4-11Al at 2.4 ng/h and we readily sense 1 ng synthetic Z4-11Al in a glass of wine (0.03 nmol/L), while a tenfold concentration is perceived as a loud off-flavour. This corroborates the observation that a glass of wine is spoilt by a single D. melanogaster fly falling into it, which we here show is caused by Z4-11Al. The biological role of Z4-11Al or structurally related aldehydes in humans and the basis for this semiochemical convergence remains yet unclear.",12892,275,1296,13.0
1717,Monkeys are Curious about Counterfactual Outcomes,https://www.biorxiv.org/content/10.1101/291708v1,"Maya Zhe Wang, Benjamin Y. Hayden",291708;,doi: https://doi.org/10.1101/291708,"While many non-human animals show basic exploratory behaviors, it remains unclear whether any animals possess human-like curiosity. We propose that human-like curiosity satisfies three formal criteria: (1) willingness to pay (or to sacrifice reward) to obtain information, (2) that the information provides no instrumental or strategic benefit (and the subject understands this), and (3) the amount the subject is willing to pay scales with the amount of information available. Although previous work, including our own, demonstrates that some animals will sacrifice juice rewards for information, that information normally predicts upcoming rewards and their ostensible curiosity may therefore be a byproduct of reinforcement processes. Here we get around this potential confound by showing that macaques sacrifice juice to obtain information about counterfactual outcomes (outcomes that could have occurred had the subject chosen differently). Moreover, willingness-to-pay scales with the information (Shannon entropy) offered by the counterfactual option. These results demonstrate human-like curiosity in non-human animals according to our strict criteria, which circumvent several confounds associated with less stringent criteria.",1751,247,677,33.0
1718,Effect of visual cues in addition to moderate auditory cues on temporal coordination: A comparative study in humans and chimpanzees,https://www.biorxiv.org/content/10.1101/290379v1,"Lira Yu, Masaki Tomonaga",290379;,doi: https://doi.org/10.1101/290379,"Our previous studies reported that chimpanzees share an ability to produce spontaneous temporal coordination with humans (Yu &amp; Tomonaga, 2015; 2016). However, it remains unclear how visual cues of an interacting partner’s movement influence on the emergence of tempo convergence. The current study conducted a comparative study in humans and chimpanzees under the same experimental setup as that used in Yu &amp; Tomonaga (2016). Three conditions, including baseline, paired-invisible and paired-visible, were prepared. In the baseline condition, the participants produced the repetitive tapping movement alone. In contrast, in the other two paired conditions, the participants in a pair produced the tapping movement concurrently while facing a conspecific partner. However, in the paired-invisible condition, a visual barrier was placed in between the participants to control visual cues of an interacting partner’s movement. Moderate auditory cues, corresponding to each participant’s tapping movement, were presented throughout the conditions. Results showed that there are significant changes on the tapping tempo between baseline and the paired-invisible condition, whereas there are little changes between paired-invisible and paired-visible condition in both species. The current stepwise analysis across three conditions demonstrates that auditory cues were more influential than additive visual cues of an interacting partner’s movement on the tempo convergence in humans and chimpanzees.",812,79,207,13.0
1719,Ameliorative potential of curcumin on cigarette smoke extract induced cognitive impairment in zebrafish,https://www.biorxiv.org/content/10.1101/290536v1,"Loganathan Thilagavathi, Sara Jabeen, Shreyas Belagod Ravishankar, Syed Shakeeb Ahmed, Thomas George, Narahari Rishitha, Arunachalam Muthuraman, Nallupillai Paramakrishnan",290536;,doi: https://doi.org/10.1101/290536,"Curcumin is a major phyto-constituent of Curcuma longa. It has been reported that it that it showed various pharmacological actions via anti-oxidant, anti-inflammatory, and immunomodulatory actions. The present study undergoes the therapeutic evaluation of curcumin in cigarette smoke extract (CSE) exposure induced cognitive impairment in zebrafish. Methods: The cognitive impairment was induced by exposure to 25 ml of 200 % CSE; 10 minutes/day, for 7 consecutive days. The pre-treatment of curcumin (10 and 20 mg/kg) and montelukast(20 mg/kg) were exposed in 25 ml drug solution (10 minutes/day for 10 consecutive days). The changes of CSE induced cognitive dysfunction were evaluated by using different test methods such as colour recognition test; partition preference test; horizontal compartment test; and T-Maze tests. Further, the CSE exposure induced changes of biochemical parameters i.e., acetylcholinesterase activity; lipid peroxidation; reduced glutathione; and total protein levels were estimated in the brain of zebrafish. The pre-exposure of curcumin shown to produce the ameliorative effect against CSE induced neurocognitive impairments along with alteration of biochemical changes. Theseresults were comparable to reference control i.e., montelukast pre-treated group. Therefore, the curcumin can be served as newer medicines for immunological reaction associated neurocognitive disorders like Alzheimer and multiple sclerosis due to its potential anti-oxidative; anti-inflammatory; immunomodulatory; and acetylcholinesterase inhibitory actions.SUMMARY Loss of memory is a major problem in old age population. Curcumin used to treats the various neurological disorders. Curcumin possess the ameliorative potential in toxin induced neurocognitive function.",1250,184,459,25.0
1720,CaMK (CMK-1) and O-GlcNAc transferase (OGT-1) modulate mechanosensory responding and habituation in an interstimulus interval-dependent manner in Caenorhabditis elegans,https://www.biorxiv.org/content/10.1101/115972v2,"Evan L. Ardiel, Troy A. McDiarmid, Tiffany A. Timbers, Kirsten C. Y. Lee, Javad Safaei, Steven L. Pelech, Catharine H. Rankin",115972;,doi: https://doi.org/10.1101/115972,"The ability to learn is an evolutionarily conserved adaptation that remains incompletely understood. Genetically tractable model organisms facilitate mechanistic explanations of learning that span genetic, neural circuit, and behavioural levels. Many aspects of neural physiology, including processes that underlie learning (e.g. neurotransmitter release and long-lasting changes in synaptic strength), are regulated by brief and local changes in [μm] levels of free intracellular Ca2+. On this scale, changes in [Ca2+] activate many Ca2+-sensors, including the Ca2+/calmodulin-dependent kinases (CaMKs). Here we reveal that the Caenorhabditis elegans ortholog of CaMK1/4, CMK-1, functions in primary sensory neurons to regulate responses to mechanical stimuli and behavioral plasticity, specifically habituation, a conserved form of non-associative learning. The habituation phenotypes of cmk-1 mutants were dependent on interstimulus interval (ISI), such that CMK-1 slows habituation at short ISIs, but promotes it at long ISIs. We predicted potential CaMK phosphorylation targets from catalytic site analysis of the human and C. elegans CaMKs and mutant analysis of these candidates implicated O-linked N-acetylglucosamine (O-GlcNAc) transferase, OGT-1, in mechanosensitivity and learning. Cell specific rescue and knockdown experiments showed that both CMK-1 and OGT-1 function cell autonomously in mechanosensory neurons to modulate learning. Interestingly, despite their similar mutant phenotypes, detailed behavioral analysis of double mutants demonstrated that CMK-1 and OGT-1 act in parallel genetic pathways. Our research identifies CMK-1 and OGT-1 as co-expressed yet independent regulators of mechanosensitivity and learning.",3152,211,742,42.0
1721,The genetic basis of the human-cannabis relationship,https://www.biorxiv.org/content/10.1101/287938v1,Philippe Henry,287938;,doi: https://doi.org/10.1101/287938,"Cannabis can elicit various reactions in different consumers. In order to shed light on the mechanisms underlying the human-cannabis relationship, we begin to investigate the genetic basis of this differential response. The web-based platform OpenSNP was used to collect selfreported genetic and phenotypic data. Participants either reported a positively or negative affinity to cannabis. A total of 26 individuals were retained, 10 of which indicated several negative responses and the remaining 16 indicating strong affinity for Cannabis. A total of 325’895 single nucleotide polymorphisms (SNPs) were retained. The software TASSEL 5 was used to run a genome-wide association study (GWAS), with a generalized liner model (GLM) and1000 permutations. The analysis yielded a set of 45 SNPs that were significantly associated with the reported affinity to cannabis, including one strong outlier found in the MYO16 gene. A diagnostic process is proposed by which individuals can be assessed for their affinity to cannabis. We believe this type of tool may be helpful in alleviating some of the stigma associated with cannabis use in individuals sensitive to THC and other cannabis constituents such as myrcene, which may potentiate negative responses.",3179,121,673,2.0
1722,A re-examination of responding on ratio and regulated-probability interval schedules,https://www.biorxiv.org/content/10.1101/284216v2,"Omar D. Pérez, Michael R.F. Aitken, Amy L. Milton, Anthony Dickinson",284216;,doi: https://doi.org/10.1101/284216,"The higher response rates observed on ratio than on matched interval reward schedules has been attributed to the differential reinforcement of longer inter-response times (IRTs) on the interval contingency. Some data, however, seem to contradict this hypothesis, showing that the difference is still observed when the role of IRT reinforcement is neutralized by using a regulated-probability interval schedule (RPI). Given the mixed evidence for these predictions, we re-examined this hypothesis by training three groups of rats to lever press under ratio, interval and RPI schedules across two phases while matching reward rates within triads. At the end of the first phase, the master ratio and RPI groups responded at similar rates. In the second phase, an interval group yoked to the same master ratio group of the first phase responded at a lower rate than the RPI group. Post-hoc analysis showed comparable reward rates for master and yoked schedules. The experienced response-outcome rate correlations were likewise similar, and approached zero as training progressed. We discuss these results in terms of dual-system theories of instrumental conditioning.",1292,163,537,25.0
1723,When to care and when to kill: termites shape their collective response based on stage of infection,https://www.biorxiv.org/content/10.1101/287441v2,"Hannah E. Davis, Stefania Meconcelli, Renate Radek, Dino P. McMahon",287441;,doi: https://doi.org/10.1101/287441,"Termites defend their colonies from disease using an array of social behaviours, including allogrooming, cannibalism, and burial. We tested how groups of eastern subterranean termites (Reticulitermes flavipes) deploy these behaviours when presented with a nestmate at different stages of infection with the entomopathogenic fungus Metarhizium anisopliae. As expected, the termites groomed pathogen-exposed individuals significantly more than mock-treated controls; however, grooming levels were significantly higher after spore germination than before. Cannibalism became prevalent only after exposed termites became visibly ill, and burial was rarely observed. These results demonstrate that termites employ different strategies depending on the stage of infection that they encounter. Grooming intensity is linked not only to pathogen presence, but also to germination status, and, given the temporal correlation between cannibalism and visible signs of illness, the host may play a role in triggering its own sacrifice.",2130,129,518,19.0
1724,incR: a new R package to analyse incubation behaviour,https://www.biorxiv.org/content/10.1101/232520v2,Pablo Capilla-Lasheras,232520;,doi: https://doi.org/10.1101/232520,"Incubation represents a life stage of crucial importance for the optimal development of avian embryos. For most birds, incubation poses a trade-off between investing in self-maintenance and offspring care. Furthermore, incubation is affected by environmental temperatures and, therefore, will be likely impacted by climate change. Despite its relevance and readily available temperature logging methods, avian incubation research is hindered by recognised limitations in available software. In this paper, a new quantitative approach to analyse incubation behaviour is presented. This new approach is embedded in a free R package, incR. The flexibility of the R environment eases the analysis, validation and visualisation of incubation temperature data. The core algorithm in incR is validated here and it is shown that the method extracts accurate metrics of incubation behaviour (e.g. number and duration of incubation bouts). This paper also presents a suggested workflow along with detailed R code to aid the practical implementation of incR.",2167,209,684,25.0
1725,Orb-web spider color polymorphism through the eyes of multiple prey and predators,https://www.biorxiv.org/content/10.1101/160341v3,"Nathalia Ximenes, Felipe M. Gawryszewski",160341;,doi: https://doi.org/10.1101/160341,"The sensory drive theory predicts that signals, sensory systems, and signaling behavior should coevolve. Variation in the sensory systems of prey and predators may explain the diversity of color signals, such as color polymorphism. The spider Gasteracantha cancriformis (Araneidae) possesses several conspicuous color morphs. The aim of the present study was to assess whether the color polymorphism of G. cancriformis may be maintained by pressure from multiple signal receivers, such as prey and predators with distinct color vision systems. Although, the multiple receivers world is a more realistic scenario, it has received little attention. In orb-web spiders, the prey attraction hypothesis states that conspicuous colors are prey lures that increase spider foraging success via flower mimicry. However, in highly defended species, conspicuous colors could also be a warning signal to predators. We used color vision modelling to estimate chromatic and achromatic contrast of G. cancriformis morphs as perceived by potential prey and predator taxa. Our results revealed that individual prey and predator taxa perceive the conspicuousness of morphs differently. For instance, the red morph is perceived as quite conspicuous to lepidopteran prey and avian predators, but not by other insects. Therefore, the multiple prey and predator hypotheses may explain the evolution of color polymorphism in G. cancriformis. However, flower mimicry hypothesis was weakly corroborated. Other parameters that are not evaluated by color vision models, such as distance, shape, angle, and pattern geometry could also affect the perception of color morphs by both prey and predators and thereby influence morph survival.",1874,316,683,31.0
1726,Counteracting estimation bias and social influence to improve the wisdom of crowds,https://www.biorxiv.org/content/10.1101/288191v1,"Albert B. Kao, Andrew M. Berdahl, Andrew T. Hartnett, Matthew J. Lutz, Joseph B. Bak-Coleman, Christos C. Ioannou, Xingli Giam, Iain D. Couzin",288191;,doi: https://doi.org/10.1101/288191,"Aggregating multiple non-expert opinions into a collective estimate can improve accuracy across many contexts. However, two sources of error can diminish collective wisdom: individual estimation biases and information sharing between individuals. Here we measure individual biases and social influence rules in multiple experiments involving hundreds of individuals performing a classic numerosity estimation task. We first investigate how existing aggregation methods, such as calculating the arithmetic mean or the median, are influenced by these sources of error. We show that the mean tends to overestimate, and the median underestimate, the true value for a wide range of numerosities. Quantifying estimation bias, and mapping individual bias to collective bias, allows us to develop and validate three new aggregation measures that effectively counter sources of collective estimation error. In addition, we present results from a further experiment that quantifies the social influence rules that individuals employ when incorporating personal estimates with social information. We show that the corrected mean is remarkably robust to social influence, retaining high accuracy in the presence or absence of social influence, across numerosities, and across different methods for averaging social information. Utilizing knowledge of estimation biases and social influence rules may therefore be an inexpensive and general strategy to improve the wisdom of crowds.",1592,105,976,24.0
1727,Decoding Human Emotional Faces in the Dog’s Brain,https://www.biorxiv.org/content/10.1101/134080v2,"Raúl Hernández-Pérez, Luis Concha, Laura V. Cuaya",134080;,doi: https://doi.org/10.1101/134080,"Dogs can interpret emotional human faces (especially the ones expressing happiness), yet the cerebral correlates of this process are unknown. Using functional magnetic resonance imaging (fMRI) we studied eight awake and unrestrained dogs. In Experiment 1 dogs observed happy and neutral human faces, and found increased brain activity when viewing happy human faces in temporal cortex and caudate. In Experiment 2 the dogs were presented with human faces expressing happiness, anger, fear, or sadness. Using the resulting cluster from Experiment 1 we trained a linear support vector machine classifier to discriminate between pairs of emotions and found that it could only discriminate between happiness and the other emotions. Finally, evaluation of the whole-brain fMRI time courses through a similar classifier allowed us to predict the emotion being observed by the dogs. Our results show that human emotions are specifically represented in dogs’ brains, highlighting their importance for inter-species communication.",5877,468,2625,15.0
1728,Structured priors in human forecasting,https://www.biorxiv.org/content/10.1101/285668v1,"Francisco Quiroga, Eric Schulz, Maarten Speekenbrink, Nigel Harvey",285668;,doi: https://doi.org/10.1101/285668,"Forecasting is an increasingly important part of our daily lives. Many studies on how people produce forecasts frame their behavior as prone to systematic errors. Based on recent evidence on how people learn about functions, we propose that participants’ forecasts are not irrational but rather driven by structured priors, i.e. situationally induced expectations of structure derived from experience with the real world. To test this, we extract participants’ priors over various contexts using a free-form forecasting paradigm. Instead of exhibiting systematic biases, our results show that participants’ priors match well with structure found in real-world data. Moreover, given the same data set, structured priors induce predictably different posterior forecasts depending on the evoked situational context.",1135,98,342,25.0
1729,Multisensory expectations shape olfactory input to the brain,https://www.biorxiv.org/content/10.1101/283242v1,"Lindsey A. Czarnecki, Andrew H. Moberly, Cynthia D. Fast, Daniel J. Turkel, John P. McGann",283242;,doi: https://doi.org/10.1101/283242,"SummaryThe mammalian brain interprets sensory input based on prior multisensory knowledge of the external world, but it is unknown how this knowledge influences neural processing in individual sensory modalities. We found that GABAergic periglomerular interneuron populations in the olfactory bulb endogenously respond not only to odors but also to visual, auditory, and somatosensory stimuli in waking (but not anesthetized) mice. When these stimuli predict future odors, they evoke enhanced interneuron activity during the time odor normally occurs. When expectations are violated by omitting an expected “warning tone” before an odor, odor presentation evokes a burst of interneuron activity. The resulting GABA release presynaptically suppresses neurotransmitter release from the axon terminals of olfactory sensory neurons, the cells that transduce odor in the nasal epithelium and communicate this information to the brain. Expectations, even those evoked by cues in other sensory modalities, can thus affect the very first neurons in the olfactory system.",1124,138,490,16.0
1730,Habits without Values,https://www.biorxiv.org/content/10.1101/067603v4,"Kevin J. Miller, Amitai Shenhav, Elliot A. Ludvig",067603;,doi: https://doi.org/10.1101/067603,"Habits form a crucial component of behavior. In recent years, key computational models have conceptualized habits as arising from model-free reinforcement learning (RL) mechanisms, which typically select between available actions based on the future value expected to result from each. Traditionally, however, habits have been understood as behaviors that can be triggered directly by a stimulus, without requiring the animal to evaluate expected outcomes. Here, we develop a computational model instantiating this traditional view, in which habits develop through the direct strengthening of recently taken actions rather than through the encoding of outcomes. We demonstrate that this model accounts for key behavioral manifestations of habits, including insensitivity to outcome devaluation and contingency degradation, as well as the effects of reinforcement schedule on the rate of habit formation. The model also explains the prevalent observation of perseveration in repeated-choice tasks as an additional behavioral manifestation of the habit system. We suggest that mapping habitual behaviors onto value-free mechanisms provides a parsimonious account of existing behavioral and neural data. This mapping may provide a new foundation for building robust and comprehensive models of the interaction of habits with other, more goal-directed types of behaviors and help to better guide research into the neural mechanisms underlying control of instrumental behavior more generally.",6831,868,5586,27.0
1731,Disrupted structure and aberrant function of CHIP mediates the loss of motor and cognitive function in preclinical models of cerebellar CHIPopathy,https://www.biorxiv.org/content/10.1101/283192v1,"Chang-he Shi, Carrie Rubel, Sarah E. Soss, Rebekah Sanchez-Hodge, Shuo Zhang, Donte A. Stevens, Holly McDonough, Richard C. Page, Walter J. Chazin, Cam Patterson, Cheng-yuan Mao, Monte S. Willis, Hai-Yang Luo, Mi-bo Tang, Pan Du, Yao-he Wang, Zheng-wei Hu, Yu-ming Xu, Jonathan C. Schisler",283192;,doi: https://doi.org/10.1101/283192,"CHIP (carboxyl terminus of heat shock 70-interacting protein) has long been recognized as an active member of the cellular protein quality control system given the ability of CHIP to function as both a co-chaperone and ubiquitin ligase. Mutations in CHIP are the driver of spinocerebellar autosomal recessive 16 (SCAR16), or cerebellar CHIPopathy, as we initially discovered this disease was caused by a loss of CHIP ubiquitin ligase function. The initial mutation describing SCAR16 was a missense mutation in the ubiquitin ligase domain of CHIP (p.T246M). Using multiple biophysical and cellular approaches, we demonstrate that T246M mutation results in structural disorganization and misfolding of the CHIP U-box domain, promoting oligomerization, and increased proteasome-dependent turnover. CHIP-T246M has no ligase activity, but maintains interactions with chaperones and alters the co-chaperone function of CHIP. To establish preclinical models of SCAR16, we engineered T246M at the endogenous locus in both mice and rats. Animals homozygous for T246M had both cognitive and motor cerebellar dysfunction distinct from those observed in the CHIP null animal model, as well as deficits in learning and memory, reflective of the cognitive deficits reported in SCAR16 patients. We conclude that the T246M mutation is not equivalent to the total loss of CHIP, supporting the concept that disease-causing CHIP mutations have different biophysical and functional repercussions on CHIP function that may directly correlate to the spectrum of clinical phenotypes observed in SCAR16 patients. Our findings both further expand our basic understanding of CHIP biology and provide meaningful mechanistic insight underlying the molecular drivers of SCAR16 disease pathology, which may be used to inform the development of novel therapeutics for this devastating disease.",1335,139,552,58.0
1732,idtracker.ai: Tracking all individuals in large collectives of unmarked animals,https://www.biorxiv.org/content/10.1101/280735v1,"Francisco Romero-Ferrero, Mattia G. Bergomi, Robert Hinz, Francisco J. H. Heras, Gonzalo G. de Polavieja",280735;,doi: https://doi.org/10.1101/280735,"Our understanding of collective animal behavior is limited by our ability to track each of the individuals. We describe an algorithm and software, idtracker.ai, that extracts from video all trajectories with correct identities at a high accuracy for collectives of up to 100 individuals. It uses two deep networks, one detecting when animals touch or cross and an-other one for animal identification, trained adaptively to conditions and difficulty of the video.",1465,361,712,45.0
1733,Distinguishing the roles of dorsolateral and anterior PFC in visual metacognition,https://www.biorxiv.org/content/10.1101/280081v1,"Medha Shekhar, Dobromir Rahnev",280081;,doi: https://doi.org/10.1101/280081,"Visual metacognition depends on regions within the prefrontal cortex. Two areas in particular have been repeatedly implicated: the dorsolateral prefrontal cortex (DLPFC) and the anterior prefrontal cortex (aPFC). However, it is still unclear what the function of each of these areas is and how they differ from each other. To establish the specific roles of DLPFC and aPFC in metacognition, we employed online transcranial magnetic stimulation (TMS) to causally interfere with their functioning during confidence generation. Human subjects from both sexes performed a perceptual decision-making task and provided confidence ratings. We found a clear dissociation between the two areas: DLPFC TMS lowered confidence ratings, whereas aPFC TMS increased metacognitive ability but only for the second half of the experimental blocks. These results support a functional architecture where DLPFC reads out the strength of the sensory evidence and relays it to aPFC, which makes the confidence judgement by potentially incorporating additional, non-perceptual information. Indeed, simulations from a model that incorporates these putative DLPFC and aPFC functions reproduced our behavioral results. These findings establish DLPFC and aPFC as distinct nodes in a metacognitive network and suggest specific contributions from each of these regions to confidence generation.SignificanceThe prefrontal cortex (PFC) is known to be critical for metacognition. Two of its sub-regions - dorsolateral PFC (DLPFC) and anterior PFC (aPFC) - have specifically been implicated in confidence generation. However, it is unclear if these regions have distinct functions related to the underlying metacognitive computation. Using a causal intervention with transcranial magnetic stimulation (TMS), we demonstrate that DLPFC and aPFC have dissociable contributions: targeting DLPFC decreased average confidence ratings, while targeting aPFC specifically affected metacognitive scores. Based on these results, we postulated specific functions for DLPFC and aPFC in metacognitive computation and corroborated them using a computational model that reproduced our results. Our causal results reveal the existence of a specialized modular organization in PFC for confidence generation.AcknowledgmentsWe thank Ji Won Bang for help with the experiment setup and Lindley Hudson for assistance with experiment preparation and subject recruitment. This work was funded by a startup grant to D.R. from the Georgia Institute of Technology.",1415,130,370,41.0
1734,"A death pheromone, oleic acid, triggers hygienic behavior in honey bees (Apis mellifera L.)",https://www.biorxiv.org/content/10.1101/231902v3,"Alison McAfee, Abigail Chapman, Immacolata Iovinella, Ylonna Gallagher-Kurtzke, Troy F. Collins, Heather Higo, Lufiani L. Madilao, Paolo Pelosi, Leonard J. Foster",231902;,doi: https://doi.org/10.1101/231902,"Eusocial insects live in teeming societies with thousands of their kin. In this crowded environment, workers combat disease by removing or burying their dead or diseased nestmates. For honey bees, we found that hygienic brood-removal behavior is triggered by two odorants – β-ocimene and oleic acid – which are released from brood upon freeze-killing. β-ocimene is a co-opted pheromone that normally signals larval food-begging, whereas oleic acid is a conserved necromone across arthropod taxa. Interestingly, the odorant blend can induce hygienic behavior more consistently than either odorant alone. We suggest that the volatile β-ocimene flags hygienic workers’ attention, while oleic acid is the death cue, triggering removal. Bees with high hygienicity detect and remove brood with these odorants faster than bees with low hygienicity, and both molecules are strong ligands for hygienic behavior-associated odorant binding proteins (OBP16 and OBP18). Odorants that induce low levels of hygienic behavior, however, are weak ligands for these OBPs. We are therefore beginning to paint a picture of the molecular mechanism behind this complex behavior, using odorants associated with freeze-killed brood as a model.",3154,332,929,25.0
1735,Behavioral phenotyping of an improved mouse model of Phelan-McDermid Syndrome with a complete deletion of the Shank3 gene,https://www.biorxiv.org/content/10.1101/278622v1,"Elodie Drapeau, Mohammed Riad, Yuji Kajiwara, Joseph D. Buxbaum",278622;,doi: https://doi.org/10.1101/278622," Phelan-McDermid Syndrome (PMS) is a rare genetic disorder in which one copy of the SHANK3 gene is missing or mutated, leading to a global developmental delay, intellectual disability, and autism. Multiple intragenic promoters and alternatively spliced exons are responsible for the formation of numerous isoforms. Many genetically-modified mouse models of PMS have been generated but most disrupt only some of the isoforms. In contrast, the vast majority of known SHANK3 mutations found in patients involve deletions that disrupt all isoforms. Here, we report the production and thorough behavioral characterization of a new mouse model in which all Shank3 isoforms are disrupted. Our mice are more severely affected than previously published models. While the deficits were typically more pronounced in homozygotes, an intermediate phenotype was observed for heterozygotes in many paradigms. As in other Shank3 mouse models, stereotypies, including increased grooming, were observed. Additionally, both sensory and motor deficits were detected in neonatal and adult mice. While social behaviors were not strongly impacted, Shank3-deficient mice displayed a strong escape behavior and avoidance of inanimate objects indicating increased novelty-induced anxiety. Similarly, increased freezing was observed during fear conditioning training and amygdala-dependent cued retrieval. Finally, deficits were observed in both initial training and reversal in the Barnes maze and in contextual fear memory that are memory tasks involving hippocampal-prefrontal circuits. This new mouse model of PMS, engineered to most closely represent human mutations, recapitulates core symptoms of PMS providing improvements for both construct and face validity, compared to previous models.Significant statement Phelan-McDermid syndrome, caused by happloinsufficiency of Shank3, is a severe and complex neurodevelopmental disorder. This study investigates the behavioral consequences of a disruption of all Shank3 isoforms in neonatal and adult mice using a detailed battery of tests tailored to investigate core symptoms and usual comorbidities of PMS. We found that our new model is more severely affected than previously published mouse models with only partial deletions of Shank3 and more closely recapitulates symptoms of PMS thus providing improvements for both construct and face validity. Our results highlight the significance of using a mouse model with a complete deletion of Shank3 for studying mechanisms underlying autism spectrum disorder and PMS, carrying preclinical studies and testing test novel therapeutic approaches.",1440,544,858,108.0
1736,The Tactile Receptive Fields of Freely Moving Caenorhabditis elegans Nematodes,https://www.biorxiv.org/content/10.1101/259937v1,"E. A. Mazzochette, A. L. Nekimken, F. Loizeau, J. Whitworth, B. Huynh, M.B. Goodman, B.L. Pruitt",259937;,doi: https://doi.org/10.1101/259937,"Sensory neurons embedded in skin are responsible for the sense of touch. In humans and other mammals, touch sensation depends on thousands of diverse somatosensory neurons. By contrast, Caenorhabditis elegans nematodes have six gentle touch receptor neurons linked to simple behaviors. The classical touch assay uses an eyebrow hair to stimulate freely moving C. elegans, evoking evasive behavioral responses. While this assay has led to the discovery of genes required for touch sensation, it does not provide control over stimulus strength or position. Here, we present an integrated system for performing automated, quantitative touch assays that circumvents these limitations and incorporates automated measurements of behavioral responses. Highly Automated Worm Kicker (HAWK) unites microfabricated silicon force sensors and video analysis with real-time force and position control. Using this system, we stimulated animals along the anterior-posterior axis and compared responses in wild-type and spc-1(dn) transgenic animals, which have a touch defect due to expression of a dominant-negative α spectrin protein fragment. As expected from prior studies, delivering large stimuli anterior to the mid-point of the body evoked a reversal, but such a stimulus applied posterior to the mid-point evoked a speed-up. The probability of evoking a response of either kind depended on stimulus strength and location; once initiated, the magnitude and quality of both reversal and speed-up behavioral responses were uncorrelated with stimulus location, strength, or the absence or presence of the spc-1(dn) transgene. Wild-type animals failed to respond when the stimulus was applied near the mid-point. These results establish that stimulus strength and location govern the activation of a stereotyped motor program and that the C. elegans body surface consists of two receptive fields separated by a gap.",1575,105,348,31.0
1737,Chimpanzees but not orangutans display aversive reactions toward their partner receiving a superior reward,https://www.biorxiv.org/content/10.1101/274803v1,"Yena Kim, Jae Choe, Gilsang Jeong, Dongsun Kim, Masaki Tomonaga",274803;,doi: https://doi.org/10.1101/274803,"Fairness judgment is a fundamental aspect of human cooperation. By carefully balancing the payoffs and efforts with cooperating partner (s) we could either avoid or punish cheaters and stably maintain cooperation. Recent studies investigating the origin of this fairness sentiment have demonstrated that this psychological trait is not unique to humans, but also can be observed in other group-living primates, such as chimpanzees and capuchins, suggesting a convergent evolution of a sense of fairness, with cooperative social life being the selective pressure for it. The current study was designed to test this hypothesis by directly comparing the response to the outcome inequity in two of our closest living relatives, chimpanzees and orangutans, having different social systems, i.e. solitary and patrilocal multi-male multi-female groups. Unlike other inequity experiments, we used a prosocial choice apparatus with different reward distributions (advantageous / disadvantageous) to give subjects an active role of not-sharing foods if they considered it unfair. In addition to the choice, we also recorded the behavioral responses of the apes to the inequity. Throughout the experiments aversive emotional responses toward the disadvantageous inequity were only found in chimpanzees, but not in orangutans, supporting the convergent (or domain-specific) evolution of a sense of fairness. However, this aversion to the inequity did not lead the chimpanzees to actually make selfish choices, indirectly supporting the previous findings that chimpanzees employ a partner choice strategy rather than a punishment for fair cooperation. We also found that hierarchy seems to play an important role in the expression of aversion to inequity and prosocial tendency in chimpanzees.",1961,176,389,25.0
